Geo Point,Geo Shape,id,type,nom,plage_horaire,tarifs
"43.55704776180857,1.3805580752152236","{""coordinates"": [[[[1.380929299270546, 43.55705296325286], [1.380924911371554, 43.55700600706428], [1.380909361278946, 43.55696031681902], [1.38088314461854, 43.55691727686202], [1.380847055901578, 43.556878203704564], [1.380802177578978, 43.55684429185636], [1.380749881470996, 43.556816559830956], [1.380691766895576, 43.55679584927993], [1.380629587377913, 43.55678278795605], [1.380565238517068, 43.55677778054172], [1.380500659710617, 43.55678098026377], [1.380437834158457, 43.556792288894044], [1.380378665123854, 43.556811355013934], [1.380324938098257, 43.55683760049113], [1.380278295816714, 43.55687022913085], [1.380240163059209, 43.556908261630646], [1.380211684779306, 43.55695053471116], [1.380193724671295, 43.55699575511072], [1.380186851361851, 43.557042553406276], [1.380191238457595, 43.557089518621595], [1.380206788046041, 43.557135208961455], [1.380233004562111, 43.55717824006946], [1.38026909306359, 43.55721731341473], [1.380313971364304, 43.557251225465656], [1.380366267407882, 43.55727896668351], [1.380424382332508, 43.557299677394845], [1.38048656233236, 43.557312738826845], [1.380550924363162, 43.55731773745834], [1.380615491121386, 43.55731454653455], [1.380678317177706, 43.55730323780968], [1.380737486595167, 43.55728417153956], [1.380791214074788, 43.55725791687523], [1.380837856378371, 43.55722528803277], [1.380875988961679, 43.557187255339834], [1.380904466653762, 43.55714499109828], [1.380922426279584, 43.55709977059055], [1.380929299270546, 43.55705296325286]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,SAINT-SIMON,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
"43.629921803439714,1.4326272777184619","{""coordinates"": [[[[1.433215216755494, 43.62783502974143], [1.433212453209538, 43.6278345421837], [1.433183501434312, 43.627920986033104], [1.433151811494804, 43.628006915651625], [1.433154561503758, 43.628007448038716], [1.433041382089554, 43.62834544492881], [1.432819706513855, 43.628992397366], [1.432681607808119, 43.629358080249276], [1.432680584132215, 43.629357886329416], [1.432648974051506, 43.629444510043136], [1.432616340202453, 43.62953093982506], [1.432617363649878, 43.62953114274463], [1.432497653747016, 43.62985922898418], [1.432494495046343, 43.629858682040904], [1.432466322742229, 43.62994510022966], [1.432434992342874, 43.63003094446652], [1.432438149433505, 43.630031554405456], [1.432076456442111, 43.63114122411182], [1.432076333009558, 43.631141204433774], [1.432047931917971, 43.631228762684124], [1.432019394691176, 43.631316310077764], [1.432019518124064, 43.63131632975589], [1.431984696854979, 43.631423659977514], [1.431984276997439, 43.63142360027104], [1.431956310434098, 43.63151111937365], [1.431927936321448, 43.63159857892802], [1.431928355948852, 43.631598647633815], [1.43174183022448, 43.63218246402309], [1.431515867516786, 43.63283937482643], [1.43148583468908, 43.6329267037229], [1.43172628838952, 43.63297033089743], [1.431952987186064, 43.63231123316278], [1.43195499885081, 43.63231156651607], [1.43198276490385, 43.63222462986423], [1.432012554695544, 43.63213803572238], [1.432010556119738, 43.63213767554059], [1.43219764459171, 43.631552110928965], [1.43228913095094, 43.63127014833557], [1.432706723603591, 43.62998890489304], [1.432888253333028, 43.62949137794353], [1.433027082885326, 43.62912374224821], [1.433029895582362, 43.62912424847994], [1.433059476522682, 43.62903794825599], [1.433091857217679, 43.62895217208245], [1.433089058072642, 43.628951621024264], [1.433252171510282, 43.628475566386555], [1.433252812963766, 43.62847568310477], [1.43328202062848, 43.628388450518564], [1.433311869199315, 43.62830135263841], [1.433311227747553, 43.62830123592053], [1.433423627419911, 43.62796555081046], [1.433775026910466, 43.62701283581657], [1.43380708844044, 43.626925893788346], [1.433567712241642, 43.626879305376455], [1.433215216755494, 43.62783502974143]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,AV DES ETATS-UNIS,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.74071826138429,1.3713715013763275","{""coordinates"": [[[[1.370454200930127, 43.7417936704882], [1.370414458004813, 43.74183488090827], [1.37061796207287, 43.741938007618906], [1.3709794165923, 43.741563078808504], [1.371067192941024, 43.74152949310412], [1.37146699576903, 43.74137978352878], [1.371577290378997, 43.74133847515275], [1.371463350368366, 43.741178545993726], [1.37100004839997, 43.74135203731139], [1.371191583963169, 43.741151491417014], [1.371196783407329, 43.741145569163486], [1.3713578695744, 43.74094514403862], [1.371362793725596, 43.740938371717164], [1.371852480211574, 43.74018929996271], [1.372471488627986, 43.739269392904724], [1.372525921642873, 43.73918850013708], [1.37230278056447, 43.73910956821606], [1.371629038363393, 43.74011083069396], [1.3716284302404, 43.74011174935589], [1.371140696650882, 43.74085782299109], [1.370984709064801, 43.74105190106995], [1.37078121655576, 43.74126496235353], [1.370365018848361, 43.74162084648087], [1.370284734536385, 43.741689491918855], [1.370454200930127, 43.7417936704882]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,SAINT-JORY,"du lundi au vendredi : 9h-12h et 14h-18h, durée maximale : 1h30",Gratuit
"43.585005385580395,1.4476240637025797","{""coordinates"": [[[[1.447275088401093, 43.585563956823876], [1.447240972949061, 43.58565048862824], [1.447479043532144, 43.58570007673164], [1.447973041727206, 43.5844467993226], [1.448007155240742, 43.58436027626467], [1.447769089451962, 43.584310689225646], [1.447275088401093, 43.585563956823876]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,GRANDE RUE SAINT-MICHEL,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.56498412539793,1.4112400739084774","{""coordinates"": [[[[1.411378281723869, 43.5651658065466], [1.411374590347129, 43.56515493473059], [1.41134834847304, 43.565111910811986], [1.411312223055084, 43.5650728471155], [1.411267322037133, 43.56503893820225], [1.411215017463146, 43.565011220219716], [1.411156884767212, 43.56499052505547], [1.411094678022707, 43.564977479998], [1.411030317802611, 43.564972498568316], [1.410965732167242, 43.56497570631327], [1.410902903831085, 43.56498703147981], [1.410843736371462, 43.56500611314909], [1.410806919165756, 43.56502410687355], [1.410780655397161, 43.56499003104166], [1.410748369174166, 43.564962831311746], [1.410705015098642, 43.56493847714614], [1.410640707071937, 43.564920073428134], [1.410589269277756, 43.564916628929474], [1.410533330481314, 43.56492391652269], [1.41056356877048, 43.56489374195063], [1.410592017137805, 43.56485147033544], [1.410609957051985, 43.564806245335575], [1.410616807928078, 43.56475944535863], [1.410615462340436, 43.5647450227786], [1.410620219271888, 43.56474348577633], [1.410733360656464, 43.564706970671786], [1.410632928739138, 43.56454242682914], [1.410524719188583, 43.564577353227136], [1.410489569032617, 43.564550798202646], [1.410437265229476, 43.56452307986329], [1.410379120885618, 43.56450238413388], [1.410316927180209, 43.56448933882573], [1.410252567537823, 43.56448435696193], [1.410187982377706, 43.564487564272625], [1.410125154399412, 43.564498889018125], [1.410065987169643, 43.564517970292336], [1.410012266124034, 43.56454422950565], [1.409965633583589, 43.56457687904263], [1.409927514500575, 43.56461492123864], [1.409899053407625, 43.564657192523306], [1.409881113010923, 43.564702417415134], [1.409874261343325, 43.564749226348674], [1.409877732567625, 43.56478613954407], [1.409854822082861, 43.564793530348965], [1.409955252317133, 43.564958074853685], [1.409987851448109, 43.564947558466216], [1.41000149878475, 43.56495786516865], [1.410053815138457, 43.56498558387141], [1.41011194745599, 43.56500627959075], [1.410174141643924, 43.56501932500692], [1.410238514219572, 43.56502430708378], [1.410239344819442, 43.56502426449934], [1.4102036129942, 43.56503670039809], [1.410091957485956, 43.565075549096264], [1.410198808452657, 43.5652379400958], [1.410584511662857, 43.56510374429391], [1.410635231440361, 43.56516952150381], [1.410659789589616, 43.56518826057968], [1.410658863083765, 43.56519056148515], [1.410652011957378, 43.56523737045692], [1.410656423297616, 43.56528432537954], [1.410671997757328, 43.56533001148582], [1.410698239014593, 43.56537304455408], [1.410719023212794, 43.56539551275887], [1.4106775705885, 43.56540940953233], [1.410605283999203, 43.56540880208399], [1.410481505041208, 43.56540778315485], [1.410478702330175, 43.56558779537635], [1.410702656143088, 43.56558964339392], [1.41075587237524, 43.565581381992644], [1.410971803039107, 43.56550901021563], [1.411016271246584, 43.56551244869318], [1.411080845070641, 43.56550924075036], [1.411143686287034, 43.56549791565936], [1.411202854129311, 43.56547883383971], [1.411256563108898, 43.56545257391109], [1.411303195393783, 43.56541993286228], [1.411341326498536, 43.5653818903932], [1.411343142218561, 43.56537919659739], [1.413472344568054, 43.56461475026496], [1.413583342117347, 43.56457489901982], [1.413473734196816, 43.56441349064292], [1.411378281723869, 43.5651658065466]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,LAFOURGUETTE,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
"43.61088558438145,1.3361333244335811","{""coordinates"": [[[[1.336279679998958, 43.61094560310444], [1.336296224653814, 43.6109136390898], [1.336295185125154, 43.610879504471306], [1.336262022675779, 43.61076794476642], [1.336235874549428, 43.6106799646439], [1.335993705272496, 43.610717971865974], [1.336042529295816, 43.61088220593442], [1.335998358705962, 43.61093447813587], [1.335933549187454, 43.61101118323813], [1.336144684302484, 43.611105373015754], [1.336279679998958, 43.61094560310444]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,ROUSSILLON,"Du lundi au samedi : 8h-19h, durée maximale : 2h",Gratuit
"43.619561929967645,1.3307412080362981","{""coordinates"": [[[[1.33087905370744, 43.619719290842255], [1.330987750536197, 43.619762478645], [1.33110664460066, 43.61960453495105], [1.330603370829054, 43.61940457033527], [1.330494674909718, 43.619361382165586], [1.330375767348373, 43.61951932506544], [1.33087905370744, 43.619719290842255]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,ALL DE MOSELLE,"Du lundi au samedi : 8h-19h, durée maximale : 1h",Gratuit
"43.61544286692142,1.4099630843164284","{""coordinates"": [[[[1.410639819905811, 43.61465169534196], [1.410636337910788, 43.61464980198589], [1.410563728271899, 43.61472073281185], [1.410487674327388, 43.61478974374329], [1.410491079899576, 43.61479171707445], [1.40984439658397, 43.61542352388447], [1.408861731886181, 43.61631588685771], [1.408784339664558, 43.61638617460775], [1.408977803555204, 43.616498630083065], [1.409964530648174, 43.6156025770449], [1.409967975986758, 43.61560445191119], [1.410040600458891, 43.61553349465498], [1.410116619380158, 43.61546445652775], [1.410113262858719, 43.61546250186569], [1.410759892853583, 43.61483074687479], [1.411053052601354, 43.61456475890522], [1.411130488742358, 43.61449449726865], [1.410937078656653, 43.61438197400097], [1.410639819905811, 43.61465169534196]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,SEPT DENIERS,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
"43.61276629488893,1.4129031263526042","{""coordinates"": [[[[1.412358155290985, 43.613048322588526], [1.411177068972212, 43.614151174406246], [1.411101000873737, 43.61422221107759], [1.411296543850097, 43.614332755858705], [1.412478114123033, 43.6132294503985], [1.41247852938876, 43.613229681160334], [1.412554026772756, 43.613158563740654], [1.41262992686037, 43.613087676861085], [1.412629511829096, 43.6130874371006], [1.413059706801206, 43.61268214119753], [1.413064684137972, 43.61268465816827], [1.413133539591771, 43.612612566969204], [1.413207295326245, 43.61254309066284], [1.413202483688444, 43.61254039592466], [1.413404628651574, 43.6123287605273], [1.41399734009704, 43.6118897899101], [1.414831343529235, 43.611679499743275], [1.414948377098087, 43.61164998316814], [1.414867142418395, 43.61147992163225], [1.41396120527029, 43.611708355253064], [1.413927594481205, 43.61168439791202], [1.41386119498332, 43.61173357619784], [1.413771623567073, 43.611756158550044], [1.413787064112493, 43.61178847290991], [1.413293611761044, 43.612153931995834], [1.413277713323085, 43.61214590872385], [1.413213074487639, 43.6122135837016], [1.413133661839783, 43.61227238656002], [1.413147493234625, 43.61228223597013], [1.412933553360364, 43.61250621332493], [1.412358155290985, 43.613048322588526]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,SEPT DENIERS,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
"43.60909371209867,1.4941929531627702","{""coordinates"": [[[[1.494265057624048, 43.60926869723857], [1.494288379668077, 43.60928102798872], [1.494346582697829, 43.60930168098884], [1.494408852593902, 43.60931467201012], [1.494473266116122, 43.60931961591048], [1.494537894470677, 43.60931635253541], [1.494600752663001, 43.60930499106981], [1.494659936849225, 43.60928586681521], [1.494713661051382, 43.60925955967177], [1.494760269767268, 43.60922688529901], [1.494798376207015, 43.60918881589464], [1.494826799479277, 43.6091465153841], [1.494844689995893, 43.60910127803645], [1.494851481260181, 43.60905447382223], [1.494847001996253, 43.609007522865966], [1.494831353402845, 43.6089618488366], [1.494805034111027, 43.60891883556358], [1.494768829379863, 43.60887979858809], [1.494723861966037, 43.60884593181302], [1.494671469824354, 43.60881824289639], [1.49461326714563, 43.60879759005624], [1.494551010118669, 43.608784599303924], [1.494486584769567, 43.608779655284614], [1.49442196936563, 43.608782918792926], [1.494359099292485, 43.60879428000217], [1.494299915488625, 43.60881340410616], [1.494246191500827, 43.608839711061606], [1.494199582805395, 43.608872385231685], [1.494161476189745, 43.60891045444304], [1.494133438553337, 43.608952174676205], [1.494126195912846, 43.60894946068193], [1.494124084091951, 43.60894868598737], [1.493622332235067, 43.60876962110695], [1.493592526498077, 43.60875897916878], [1.493930928431582, 43.6081768205421], [1.493939403313734, 43.6081546954238], [1.493952016209257, 43.608091393961274], [1.493944733271628, 43.6080456307223], [1.493920635836113, 43.60800098075248], [1.493907634479531, 43.607983121967955], [1.49362670201774, 43.60768395402141], [1.493556879868902, 43.60760959487935], [1.49335223819377, 43.607711065857366], [1.49369510950086, 43.608076190777275], [1.493702135326174, 43.60808919153537], [1.493696507404406, 43.60811743924766], [1.493385093148117, 43.60865317332137], [1.493370550072872, 43.608678199054076], [1.492585282372992, 43.60842825952257], [1.49247182356409, 43.608392139384385], [1.492372416962076, 43.608557033380215], [1.493237697377774, 43.60883244931453], [1.493351170065538, 43.60886855985744], [1.49341632903628, 43.608760463972786], [1.493477771952785, 43.60877932319137], [1.493401931743464, 43.608891510957875], [1.494013807849963, 43.60910988384182], [1.494041109182915, 43.60912010594618], [1.493964228993583, 43.60956367976924], [1.493961722940585, 43.60956833728561], [1.493932117176681, 43.60956614214451], [1.493921227217854, 43.6096434554928], [1.493882211497542, 43.60971582928102], [1.493909917605295, 43.609723716103645], [1.493906884368875, 43.609745218931664], [1.494013298941918, 43.60975314086322], [1.494112903612871, 43.609781481076716], [1.494123745167023, 43.609761358273225], [1.494302690129623, 43.60977467180051], [1.494302645869405, 43.6097749592955], [1.494353982819097, 43.60977865267114], [1.494374436562245, 43.609812344348356], [1.494404086799156, 43.60984237485542], [1.494447864041798, 43.60986122851708], [1.495422354863589, 43.61010215793126], [1.495471167898251, 43.61010672718303], [1.495518571147889, 43.61009711756081], [1.495557093410592, 43.61007485224122], [1.495580639027611, 43.610043452799815], [1.495653183910458, 43.60987233721942], [1.495675655508038, 43.609873952962744], [1.495686661178, 43.609793364178074], [1.495719467448973, 43.60971597578946], [1.495697892744718, 43.60971114892619], [1.495700116398871, 43.609694820809146], [1.49558920627956, 43.609686823924925], [1.49548270078905, 43.609662986317765], [1.49547604538816, 43.609678662608154], [1.494522303859271, 43.60960989237352], [1.494501481030495, 43.60957559276404], [1.494418148432885, 43.609602306405606], [1.494209919962276, 43.60958681117991], [1.494265057624048, 43.60926869723857]], [[1.495401631927044, 43.60985420087515], [1.495381414072255, 43.60990188361689], [1.495100808738152, 43.609832505878416], [1.495401631927044, 43.60985420087515]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,BALMA CENTRE,"Du lundi au Samedi : 9h-19h (semaine) et 9h-14h (S), durée maximale : 1h30",Gratuit
"43.61917878784485,1.4563587491403152","{""coordinates"": [[[[1.455954974427525, 43.61864805068283], [1.455959370110034, 43.61866091062351], [1.455985666223551, 43.618703932583024], [1.456021851972709, 43.61874298156017], [1.456066805198214, 43.61877686326278], [1.456109210521176, 43.61879929603721], [1.456177739673497, 43.61886226377718], [1.456250087383088, 43.61893348353145], [1.456253340715484, 43.61893174451801], [1.456284571999465, 43.61896043765326], [1.45627997512911, 43.61896336503451], [1.456359555882792, 43.619029342935605], [1.456434455274142, 43.61909816601691], [1.456439246016456, 43.61909541226104], [1.456524701402406, 43.619166257677264], [1.456565135034168, 43.61923579986769], [1.456596830373584, 43.619226068394006], [1.456758261579991, 43.619359962446765], [1.45698518820974, 43.619678367694114], [1.457203926588487, 43.620106067772106], [1.457293183885262, 43.62028444139926], [1.457629742457124, 43.621001064829215], [1.457737988631098, 43.621239169289645], [1.457735107315754, 43.62123991405498], [1.457776376063996, 43.62132359142679], [1.457814739510182, 43.62140798622047], [1.45781764424312, 43.621407295779036], [1.458524316659247, 43.62284045359824], [1.458566093655206, 43.62292519065031], [1.458799383648601, 43.62286448333022], [1.458010697615687, 43.621265006022455], [1.457903318796894, 43.62102882188267], [1.457904465953876, 43.62102854010738], [1.457864662153097, 43.6209437750315], [1.457825993229547, 43.62085872799952], [1.45782484630282, 43.620859000774836], [1.457566528606415, 43.6203089733988], [1.457568811418884, 43.620308373692545], [1.457526913706037, 43.62022461579397], [1.457487298232752, 43.62014028517072], [1.457484991560971, 43.62014084854793], [1.457478692680589, 43.62012826036272], [1.457479503772078, 43.62012803712428], [1.457436498953262, 43.62004396733956], [1.457394330117101, 43.619959674628944], [1.457393506867715, 43.6199598887023], [1.457253005574381, 43.619685173258766], [1.457265678531227, 43.61968040910583], [1.457212186087574, 43.61960536359539], [1.457171673986595, 43.61952614316322], [1.457158299103409, 43.61952975465085], [1.457016013215147, 43.61933011200568], [1.457036188766741, 43.619317273934854], [1.456964472456636, 43.61925778408802], [1.456914415034263, 43.619187564467964], [1.456890607906707, 43.619196519081804], [1.456837278816949, 43.619152290339976], [1.457434101413935, 43.618969163042486], [1.457548230433423, 43.61893414539781], [1.457451829722964, 43.618768315755126], [1.456665301160332, 43.61900964943282], [1.456642629738796, 43.61899084713466], [1.456642604509393, 43.618990864802434], [1.456550036973824, 43.61891412706114], [1.456450410040123, 43.618822558271205], [1.456490800463829, 43.618809531043595], [1.456544537108637, 43.61878324156449], [1.456591185913681, 43.61875058286037], [1.456629322103624, 43.61871252617158], [1.456657776262126, 43.61867023519491], [1.456675685472082, 43.61862500374902], [1.456682519452824, 43.61857820210852], [1.456678056465509, 43.61853124967506], [1.456662446610007, 43.618485561808015], [1.456636149885925, 43.618442548998225], [1.456599963921863, 43.61840350020905], [1.456554998288396, 43.618369618543746], [1.456502627679769, 43.61834191259443], [1.456444428840866, 43.618321240612985], [1.456382157842884, 43.618308229188244], [1.456317737926385, 43.61830326408288], [1.456253098018718, 43.618306506082426], [1.456190223423866, 43.6183178466611], [1.456131018431439, 43.61833695115849], [1.45607726961447, 43.61836324028429], [1.456030633217472, 43.61839589895109], [1.456015861814082, 43.61841063647826], [1.455985302339389, 43.61838185320557], [1.455981179527116, 43.61838416574854], [1.455510056491524, 43.61797773098662], [1.45521339527671, 43.617718535014845], [1.455162475015691, 43.61767078172569], [1.455163669989599, 43.617670077509516], [1.45508706924489, 43.61760006049647], [1.455011663421009, 43.61752934821545], [1.455010456516949, 43.61753003426611], [1.454894714250438, 43.617424241128525], [1.454896803038556, 43.61742298171585], [1.454818465136358, 43.61735455270437], [1.454742240742042, 43.61728487355851], [1.4547401033199, 43.61728609630932], [1.454632549739443, 43.617192151310405], [1.454634879342207, 43.61719067906624], [1.454554309472525, 43.617123804431884], [1.454476093698443, 43.617055475828366], [1.454473715689697, 43.61705690241086], [1.454412952155093, 43.61700645153339], [1.454159145368389, 43.61678306046692], [1.454160164871796, 43.61678243493548], [1.454080700749575, 43.61671401733526], [1.454002268694861, 43.61664497431429], [1.454001236805506, 43.616645599678755], [1.453578976724313, 43.616282012546925], [1.453580449894254, 43.616281087010584], [1.453499707984841, 43.61621375917213], [1.453420451581119, 43.61614551490625], [1.453418954095096, 43.61614642211073], [1.453237922969999, 43.61599546253748], [1.453156538562519, 43.61592760371375], [1.452969725144043, 43.616045860923734], [1.453311608292858, 43.61633093744941], [1.453890478791508, 43.61682935870205], [1.454146381185325, 43.61705461485045], [1.45414372405065, 43.617056298760616], [1.45422413554515, 43.61712304554047], [1.454301865533786, 43.61719146684608], [1.45430458346401, 43.61718982875658], [1.454365796056421, 43.6172406547833], [1.454626205804402, 43.6174681215912], [1.454892145368608, 43.617711190605654], [1.454945534271124, 43.61776127258671], [1.45494230026943, 43.617763227876885], [1.455020141453484, 43.61783123604301], [1.455094700170626, 43.61790116279036], [1.455098031219454, 43.61789928981329], [1.455241070085171, 43.61802426218322], [1.455240478560857, 43.61802462337363], [1.455320039318081, 43.618093257449864], [1.455398996342598, 43.61816225249536], [1.455399587867308, 43.618161891304126], [1.455866370167232, 43.618564586577065], [1.455954974427525, 43.61864805068283]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,RUE DU FAUBOURG BONNEFOY,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.59023092058785,1.4325395114295811","{""coordinates"": [[[[1.432255682340727, 43.59005760658107], [1.43293900607954, 43.590893233072826], [1.433002267733194, 43.59097061137843], [1.433215172126472, 43.590878630549426], [1.432530572106408, 43.590041440008584], [1.432531987813326, 43.59004081103636], [1.432467719802643, 43.589964580088335], [1.432404879807183, 43.589887729299036], [1.432403451952425, 43.589888349102516], [1.432134819821878, 43.589569701269966], [1.432070107645587, 43.58949295991314], [1.431858936534689, 43.58958701470728], [1.432255682340727, 43.59005760658107]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,AV DE MURET,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.53813139796311,1.3452026375054469","{""coordinates"": [[[[1.344654229982805, 43.537492370109604], [1.344647685194472, 43.53749185314962], [1.344583124892205, 43.537495032812636], [1.344520312769032, 43.53750631298251], [1.34446115120638, 43.53752536082865], [1.344407425471829, 43.53755159877017], [1.344360778737424, 43.53758421311941], [1.344322635665118, 43.53762223400976], [1.344294141530703, 43.537664498510324], [1.344276160515868, 43.53770971361959], [1.344269261872593, 43.53775651008245], [1.344273620225757, 43.53780346796811], [1.344289137809613, 43.53784917243936], [1.344315320760613, 43.53789221197894], [1.344351374906797, 43.537931296799606], [1.344396219110928, 43.5379652230254], [1.344448482343066, 43.537992980684436], [1.344506566751342, 43.538013709600484], [1.344568719691014, 43.53802678145218], [1.344633058223864, 43.53803180912791], [1.344697606720183, 43.5380286292602], [1.344760419347449, 43.538017348995886], [1.344819593663464, 43.53799830117694], [1.344873307243381, 43.53797206287031], [1.344919954000299, 43.53793944831834], [1.344958109269339, 43.5379014274121], [1.344971311758551, 43.53788184659254], [1.345040573139058, 43.53794636282204], [1.345195655536844, 43.538185484141664], [1.345245260995398, 43.53832557577126], [1.345251841794747, 43.53833939028598], [1.345405665761229, 43.53859351883253], [1.345406792711474, 43.53859531752743], [1.345656793390214, 43.53898496490631], [1.345650814713838, 43.538987300987564], [1.345707734581355, 43.53906435182999], [1.34575859247766, 43.53914362049802], [1.345764737775969, 43.53914152987262], [1.345766420883087, 43.53914381367723], [1.346005681092137, 43.53955643436222], [1.346008908537892, 43.53956155814602], [1.346213356425592, 43.53986043401899], [1.346214571723207, 43.53986217095066], [1.34629976269628, 43.53998023777599], [1.346357268602187, 43.540059934446326], [1.34657639028234, 43.53997625880785], [1.346434300662537, 43.539779359542386], [1.346232185773188, 43.539483875505], [1.345992180048009, 43.53906994822107], [1.34598716402714, 43.539062323057315], [1.345929026344741, 43.53898361641079], [1.345631597679234, 43.53852007069273], [1.345482380625707, 43.538273561779185], [1.345432360033292, 43.538132329959836], [1.345424451235971, 43.538116371773796], [1.345258486972663, 43.53786046671858], [1.345244097040497, 43.537843470344654], [1.345047827456057, 43.537660683174536], [1.344866569846984, 43.53739885952416], [1.344859557312909, 43.5373900263217], [1.344853514230673, 43.537383322664844], [1.344894812776797, 43.53737590220959], [1.344953974059609, 43.53735685414029], [1.345007699144599, 43.53733062494203], [1.345054345583943, 43.53729800132939], [1.345092487998688, 43.5372599801932], [1.345120981148703, 43.537217724489096], [1.345138961393772, 43.537172509240754], [1.345145859305202, 43.53712571271668], [1.345141500573904, 43.537078745853904], [1.345125982304534, 43.5370330504845], [1.345099799150724, 43.53699001111622], [1.345063745081201, 43.53695092651676], [1.34501890149449, 43.53691699153921], [1.344966638679669, 43.53688924312751], [1.344908555184032, 43.53686851443496], [1.344846403593333, 43.53685543376176], [1.344782066037563, 43.53685041520219], [1.344717519033784, 43.5368535861191], [1.344654707350881, 43.53686487536377], [1.344595546451035, 43.53688392328289], [1.344541821581844, 43.5369101522934], [1.344495175164937, 43.53694277570328], [1.344457020206394, 43.5369807964689], [1.344428539077956, 43.53702305218995], [1.344410558351271, 43.53706826732998], [1.344403659639494, 43.537115072810295], [1.344408018050178, 43.53716203070108], [1.34442353581549, 43.53720772616494], [1.344446839402243, 43.53724604296351], [1.344437913066246, 43.5372502993191], [1.344648716340772, 43.53748439564021], [1.344654229982805, 43.537492370109604]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,CUGNAUX,"du lundi au vendredi : 8h-12h et 14h-18h, durée maximale : 1h30",Gratuit
"43.69308114901417,1.4152438937141707","{""coordinates"": [[[[1.415572323689533, 43.69306014868984], [1.414898243391464, 43.69295901837179], [1.414482145166057, 43.69279967222971], [1.414372436479633, 43.692757660107276], [1.414256636930112, 43.6929168606476], [1.414797996513921, 43.69312417572453], [1.414830775583152, 43.69313271746627], [1.415524161431379, 43.69323674099575], [1.415528315196514, 43.69323731096798], [1.416073617067713, 43.693305132279875], [1.416195872746983, 43.69332033509982], [1.416237789490433, 43.693142909927865], [1.415572323689533, 43.69306014868984]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,SAINT-ALBAN,"Du lundi au vendredi : 9h-18h, durée maximale : 1h30",Gratuit
