Geo Point,Geo Shape,lib_voie,motdir,no,commune,insee,nb_places,coord_x,coord_y
"43.60752715275177,1.4434370789138795","{""coordinates"": [[1.44343707891388, 43.60752715275177]], ""type"": ""MultiPoint""}",RUE DE PERIGORD,PERIGORD (RUE DE PERIGORD),1B,TOULOUSE,31555,8,1.443437,43.607527
"43.624192097462874,1.4951657907368452","{""coordinates"": [[1.495165790736845, 43.624192097462874]], ""type"": ""MultiPoint""}",RUE MARCEL PAGNOL,PAGNOL (RUE MARCEL PAGNOL),1,BALMA,31044,8,1.495138,43.62416
"43.60606831983872,1.4820883777182432","{""coordinates"": [[1.482088377718243, 43.60606831983872]], ""type"": ""MultiPoint""}",AV JEAN CHAUBET,CHAUBET (AV JEAN CHAUBET),158,TOULOUSE,31555,4,1.482088,43.606068
"43.60151802863662,1.4692893629658088","{""coordinates"": [[1.469289362965809, 43.60151802863662]], ""type"": ""MultiPoint""}",AV JEAN CHAUBET,CHAUBET (AV JEAN CHAUBET),22,TOULOUSE,31555,4,1.469289,43.601518
"43.6015385219864,1.4423025078641747","{""coordinates"": [[1.442302507864175, 43.6015385219864]], ""type"": ""MultiPoint""}",PL DE LA BOURSE,BOURSE (PL DE LA BOURSE),2,TOULOUSE,31555,4,1.442303,43.601539
"43.693532322696896,1.4281923114115247","{""coordinates"": [[1.428192311411525, 43.693532322696896]], ""type"": ""MultiPoint""}",RUE DE L EGLISE,EGLISE - 0008 RUE DE L EGLISE,8,CASTELGINEST,31116,6,1.428201,43.693563
"43.604173433775884,1.4353990771733605","{""coordinates"": [[1.43539907717336, 43.604173433775884]], ""type"": ""MultiPoint""}",PL SAINT PIERRE,PIERRE (PL SAINT PIERRE),12,TOULOUSE,31555,10,1.435399,43.604173
"43.60790216700842,1.4465647500820897","{""coordinates"": [[1.44656475008209, 43.60790216700842]], ""type"": ""MultiPoint""}",BD DE STRASBOURG,STRASBOURG (BD DE STRASBOURG),32,TOULOUSE,31555,8,1.446565,43.607902
"43.60747472305599,1.442120549565062","{""coordinates"": [[1.442120549565062, 43.60747472305599]], ""type"": ""MultiPoint""}",RUE DU TAUR,TAUR (RUE DU TAUR),60,TOULOUSE,31555,6,1.442157,43.607471
"43.59504130013489,1.5614109540011336","{""coordinates"": [[1.561410954001134, 43.59504130013489]], ""type"": ""MultiPoint""}",PL DE L EGLISE,EGLISE (PL DE L EGLISE),,FLOURENS,31184,8,1.561411,43.595041
"43.596964892116176,1.4600929163528742","{""coordinates"": [[1.460092916352874, 43.596964892116176]], ""type"": ""MultiPoint""}",AV JEAN RIEUX,RIEUX (AV JEAN RIEUX),20,TOULOUSE,31555,4,1.460093,43.596965
"43.596204540243065,1.4626256941147993","{""coordinates"": [[1.462625694114799, 43.596204540243065]], ""type"": ""MultiPoint""}",AV JEAN RIEUX,RIEUX (AV JEAN RIEUX),59,TOULOUSE,31555,4,1.462626,43.596205
"43.597554017788035,1.4307358890420352","{""coordinates"": [[1.430735889042035, 43.597554017788035]], ""type"": ""MultiPoint""}",PL ROGUET,ROGUET (PL ROGUET),18,TOULOUSE,31555,14,1.430736,43.597554
"43.59747238706319,1.4298260073299494","{""coordinates"": [[1.429826007329949, 43.59747238706319]], ""type"": ""MultiPoint""}",PL ROGUET,ROGUET (PL ROGUET),12,TOULOUSE,31555,10,1.429866,43.597356
"43.72269336516302,1.4314410251550322","{""coordinates"": [[1.431441025155032, 43.72269336516302]], ""type"": ""MultiPoint""}",PL DE LA MAIRIE,MAIRIE (PL DE LA MAIRIE),,GRATENTOUR,31230,6,1.431441,43.722693
"43.61107624100781,1.4365941511371614","{""coordinates"": [[1.436594151137161, 43.61107624100781]], ""type"": ""MultiPoint""}",ESP COMPANS CAFFARELLI,CAFFARELLI (ESP COMPANS CAFFARELLI),5,TOULOUSE,31555,6,1.436594,43.611076
"43.620008949237004,1.4350367416243441","{""coordinates"": [[1.435036741624344, 43.620008949237004]], ""type"": ""MultiPoint""}",RUE DU CAILLOU GRIS,GRIS (RUE DU CAILLOU GRIS),6,TOULOUSE,31555,12,1.435037,43.620009
"43.5376858078222,1.3422775328993632","{""coordinates"": [[1.342277532899363, 43.5376858078222]], ""type"": ""MultiPoint""}",RUE DU PRE VICINAL,VICINAL - 0017 RUE DU PRE VICINAL,17,CUGNAUX,31157,6,1.342278,43.537686
"43.53731621865904,1.343087358455061","{""coordinates"": [[1.343087358455061, 43.53731621865904]], ""type"": ""MultiPoint""}",RUE DU PRE VICINAL,VICINAL - 0007 RUE DU PRE VICINAL,7,CUGNAUX,31157,6,1.343087,43.537316
"43.693772986139976,1.4290294042202758","{""coordinates"": [[1.429029404220276, 43.693772986139976]], ""type"": ""MultiPoint""}",RUE DES ECOLES,ECOLES (RUE DES ECOLES),,CASTELGINEST,31116,6,1.429029,43.693773
"43.657602722811625,1.4781165877294697","{""coordinates"": [[1.47811658772947, 43.657602722811625]], ""type"": ""MultiPoint""}",AV DES HORTENSIAS,HORTENSIAS (AV DES HORTENSIAS),14,L'UNION,31561,4,1.478117,43.657603
"43.56983103578231,1.4556898965543206","{""coordinates"": [[1.455689896554321, 43.56983103578231]], ""type"": ""MultiPoint""}",RTE DE NARBONNE,NARBONNE (RTE DE NARBONNE),48,TOULOUSE,31555,2,1.45569,43.569831
"43.56093822711293,1.4635707870643506","{""coordinates"": [[1.463570787064351, 43.56093822711293]], ""type"": ""MultiPoint""}",RTE DE NARBONNE,NARBONNE (RTE DE NARBONNE),120,TOULOUSE,31555,18,1.463571,43.560938
"43.55471328906897,1.467076272139428","{""coordinates"": [[1.467076272139428, 43.55471328906897]], ""type"": ""MultiPoint""}",RTE DE NARBONNE,NARBONNE (RTE DE NARBONNE),247,TOULOUSE,31555,8,1.467076,43.554713
"43.553622841533354,1.468126130715427","{""coordinates"": [[1.468126130715427, 43.553622841533354]], ""type"": ""MultiPoint""}",RTE DE NARBONNE,NARBONNE (RTE DE NARBONNE),269,TOULOUSE,31555,4,1.468126,43.553623
"43.55352964366561,1.468206572679492","{""coordinates"": [[1.468206572679492, 43.55352964366561]], ""type"": ""MultiPoint""}",RTE DE NARBONNE,NARBONNE (RTE DE NARBONNE),271,TOULOUSE,31555,4,1.468207,43.55353
"43.55296514674509,1.46882456818317","{""coordinates"": [[1.46882456818317, 43.55296514674509]], ""type"": ""MultiPoint""}",RTE DE NARBONNE,NARBONNE (RTE DE NARBONNE),226,TOULOUSE,31555,4,1.468825,43.552965
"43.60010170091187,1.4400497141561903","{""coordinates"": [[1.44004971415619, 43.60010170091187]], ""type"": ""MultiPoint""}",QU DE LA DAURADE,DAURADE (QU DE LA DAURADE),4,TOULOUSE,31555,8,1.44005,43.600102
"43.673954124885064,1.4577115917710204","{""coordinates"": [[1.45771159177102, 43.673954124885064]], ""type"": ""MultiPoint""}",CHE DES COMBES,COMBES - 0095 CHE DES COMBES,95,LAUNAGUET,31282,6,1.457712,43.673954
"43.624636136901096,1.4941387307633769","{""coordinates"": [[1.494138730763377, 43.624636136901096]], ""type"": ""MultiPoint""}",ESP ANDRE MICHAUX,MICHAUX (ESP ANDRE MICHAUX),11,BALMA,31044,10,1.494139,43.624636
"43.59886715023057,1.4333205179489852","{""coordinates"": [[1.433320517948985, 43.59886715023057]], ""type"": ""MultiPoint""}",GRANDE-RUE SAINT NICOLAS,NICOLAS (GRANDE-RUE SAINT NICOLAS),52,TOULOUSE,31555,8,1.433321,43.598867
"43.61539996251058,1.4642284081761576","{""coordinates"": [[1.464228408176158, 43.61539996251058]], ""type"": ""MultiPoint""}",AV YVES BRUNAUD,BRUNAUD (AV YVES BRUNAUD),,TOULOUSE,31555,8,1.464228,43.6154
"43.597960256854634,1.436594744087714","{""coordinates"": [[1.436594744087714, 43.597960256854634]], ""type"": ""MultiPoint""}",PL LAGANNE,LAGANNE (PL LAGANNE),16,TOULOUSE,31555,8,1.436595,43.59796
"43.60273841021126,1.444864492072472","{""coordinates"": [[1.444864492072472, 43.60273841021126]], ""type"": ""MultiPoint""}",RUE DES PUITS CLOS,CLOS (RUE DES PUITS CLOS),20,TOULOUSE,31555,10,1.444864,43.602738
"43.582526881299465,1.3455852180427308","{""coordinates"": [[1.345585218042731, 43.582526881299465]], ""type"": ""MultiPoint""}",IMP DU CHATEAU,CHATEAU (IMP DU CHATEAU),,TOURNEFEUILLE,31557,12,1.345585,43.582527
"43.60842228989136,1.3821788833579478","{""coordinates"": [[1.382178883357948, 43.60842228989136]], ""type"": ""MultiPoint""}",RTE DE BAYONNE,BAYONNE (RTE DE BAYONNE),136,TOULOUSE,31555,6,1.382179,43.608422
"43.57541454777872,1.3929903650514814","{""coordinates"": [[1.392990365051481, 43.57541454777872]], ""type"": ""MultiPoint""}",RUE ALEX COUTET,COUTET (RUE ALEX COUTET),11,TOULOUSE,31555,20,1.39299,43.575415
"43.61839195630178,1.3975252847242872","{""coordinates"": [[1.397525284724287, 43.61839195630178]], ""type"": ""MultiPoint""}",AV DE CASSELARDIT,CASSELARDIT (AV DE CASSELARDIT),260,TOULOUSE,31555,6,1.397525,43.618392
"43.592160849705195,1.4447746948851636","{""coordinates"": [[1.444774694885164, 43.592160849705195]], ""type"": ""MultiPoint""}",PL AUGUSTE LAFOURCADE,LAFOURCADE (PL AUGUSTE LAFOURCADE),13,TOULOUSE,31555,28,1.444775,43.592161
"43.60518677764431,1.4474749736394052","{""coordinates"": [[1.447474973639405, 43.60518677764431]], ""type"": ""MultiPoint""}",PL DU PDT THOMAS WILSON,WILSON (PL DU PDT THOMAS WILSON),18,TOULOUSE,31555,26,1.447475,43.605187
"43.60506706804026,1.4476890686832724","{""coordinates"": [[1.447689068683272, 43.60506706804026]], ""type"": ""MultiPoint""}",PL DU PDT THOMAS WILSON,WILSON (PL DU PDT THOMAS WILSON),20,TOULOUSE,31555,12,1.447689,43.605067
"43.604676492075065,1.447030200708797","{""coordinates"": [[1.447030200708797, 43.604676492075065]], ""type"": ""MultiPoint""}",PL DU PDT THOMAS WILSON,WILSON (PL DU PDT THOMAS WILSON),8,TOULOUSE,31555,6,1.44703,43.604676
"43.604897799561776,1.4470143373888238","{""coordinates"": [[1.447014337388824, 43.604897799561776]], ""type"": ""MultiPoint""}",PL DU PDT THOMAS WILSON,WILSON (PL DU PDT THOMAS WILSON),11,TOULOUSE,31555,12,1.447014,43.604898
"43.58257515831795,1.3476397878602044","{""coordinates"": [[1.347639787860204, 43.58257515831795]], ""type"": ""MultiPoint""}",IMP MAX BAYLAC,BAYLAC - 0003 IMP MAX BAYLAC,3,TOURNEFEUILLE,31557,12,1.34764,43.582575
"43.57672165071496,1.4510109983057313","{""coordinates"": [[1.451010998305731, 43.57672165071496]], ""type"": ""MultiPoint""}",AV JULES JULIEN,JULIEN (AV JULES JULIEN),62,TOULOUSE,31555,6,1.451011,43.576722
"43.57692159185987,1.4507086537018878","{""coordinates"": [[1.450708653701888, 43.57692159185987]], ""type"": ""MultiPoint""}",AV JULES JULIEN,JULIEN (AV JULES JULIEN),91,TOULOUSE,31555,8,1.450709,43.576922
"43.57785817234758,1.4505612983084504","{""coordinates"": [[1.45056129830845, 43.57785817234758]], ""type"": ""MultiPoint""}",AV JULES JULIEN,JULIEN (AV JULES JULIEN),82,TOULOUSE,31555,4,1.450561,43.577858
"43.57842739701015,1.450090898282384","{""coordinates"": [[1.450090898282384, 43.57842739701015]], ""type"": ""MultiPoint""}",AV JULES JULIEN,JULIEN (AV JULES JULIEN),119,TOULOUSE,31555,8,1.450091,43.578427
"43.52325515356356,1.3411554942337653","{""coordinates"": [[1.341155494233765, 43.52325515356356]], ""type"": ""MultiPoint""}",PL DU FORT,FORT - 0001 PL DU FORT,1,VILLENEUVE-TOLOSANE,31588,6,1.341155,43.523255
"43.61265467479314,1.4485404761194463","{""coordinates"": [[1.448540476119446, 43.61265467479314]], ""type"": ""MultiPoint""}",PL ROQUELAINE,ROQUELAINE (PL ROQUELAINE),32,TOULOUSE,31555,4,1.44854,43.612655
"43.612569050641895,1.4481733437264357","{""coordinates"": [[1.448173343726436, 43.612569050641895]], ""type"": ""MultiPoint""}",PL ROQUELAINE,ROQUELAINE (PL ROQUELAINE),2,TOULOUSE,31555,14,1.448173,43.612569
"43.72723848869536,1.411760328874339","{""coordinates"": [[1.411760328874339, 43.72723848869536]], ""type"": ""MultiPoint""}",PL DE LA REPUBLIQUE,REPUBLIQUE (PL DE LA REPUBLIQUE),,BRUGUIÈRES,31091,8,1.41176,43.727238
"43.726696165773575,1.4118642295460806","{""coordinates"": [[1.411864229546081, 43.726696165773575]], ""type"": ""MultiPoint""}",PL DE LA REPUBLIQUE,REPUBLIQUE (PL DE LA REPUBLIQUE),,BRUGUIÈRES,31091,6,1.411864,43.726696
"43.60735017818168,1.4507874604943565","{""coordinates"": [[1.450787460494356, 43.60735017818168]], ""type"": ""MultiPoint""}",ALL JEAN JAURES,JAURES (ALL JEAN JAURES),47,TOULOUSE,31555,6,1.450787,43.60735
"43.607159277607565,1.4512102454288838","{""coordinates"": [[1.451210245428884, 43.607159277607565]], ""type"": ""MultiPoint""}",ALLEES JEAN JAURES,JAURES (ALL JEAN JAURES),54,TOULOUSE,31555,8,1.45121,43.607159
"43.60974619872669,1.3802307961260447","{""coordinates"": [[1.380230796126045, 43.60974619872669]], ""type"": ""MultiPoint""}",RUE RENE SENTENAC,SENTENAC (RUE RENE SENTENAC),2,TOULOUSE,31555,6,1.380231,43.609746
"43.663380245011076,1.4307661612450722","{""coordinates"": [[1.430766161245072, 43.663380245011076]], ""type"": ""MultiPoint""}",RTE DE FRONTON,FRONTON - 0053 RTE DE FRONTON,53,AUCAMVILLE,31022,6,1.430766,43.66338
"43.5799618460121,1.412445970422462","{""coordinates"": [[1.412445970422462, 43.5799618460121]], ""type"": ""MultiPoint""}",RUE DE L UKRAINE,UKRAINE (RUE DE L UKRAINE),29,TOULOUSE,31555,6,1.412446,43.579962
"43.58897530472991,1.4475938762738936","{""coordinates"": [[1.447593876273894, 43.58897530472991]], ""type"": ""MultiPoint""}",RUE NOTRE DAME,DAME (RUE NOTRE DAME),21,TOULOUSE,31555,8,1.447594,43.588975
"43.58564750864241,1.527595480445378","{""coordinates"": [[1.527595480445378, 43.58564750864241]], ""type"": ""MultiPoint""}",RTE DE CASTRES,CASTRES - 0019 RTE DE CASTRES,19,QUINT-FONSEGRIVES,31445,6,1.527595,43.585648
"43.59846177266318,1.453876770625554","{""coordinates"": [[1.453876770625554, 43.59846177266318]], ""type"": ""MultiPoint""}",RUE DES VASES,VASES (RUE DES VASES),16,TOULOUSE,31555,8,1.453877,43.598462
"43.58166156320773,1.4488379768975475","{""coordinates"": [[1.448837976897547, 43.58166156320773]], ""type"": ""MultiPoint""}",AV DE L URSS,URSS (AV DE L URSS),41,TOULOUSE,31555,4,1.448838,43.581662
"43.58919862794269,1.3782658640021541","{""coordinates"": [[1.378265864002154, 43.58919862794269]], ""type"": ""MultiPoint""}",PL JACQUES SAUVEGRAIN,SAUVEGRAIN (PL JACQUES SAUVEGRAIN),8,TOULOUSE,31555,4,1.378266,43.589199
"43.60038086406057,1.4640353830214337","{""coordinates"": [[1.464035383021434, 43.60038086406057]], ""type"": ""MultiPoint""}",AV LOUIS BLERIOT,BLERIOT (AV LOUIS BLERIOT),,TOULOUSE,31555,6,1.464035,43.600381
"43.67912483807722,1.3909767385439131","{""coordinates"": [[1.390976738543913, 43.67912483807722]], ""type"": ""MultiPoint""}",AV DE LA POSTE,POSTE (AV DE LA POSTE),,FENOUILLET,31182,10,1.390977,43.679125
"43.60091692069084,1.451796009934975","{""coordinates"": [[1.451796009934975, 43.60091692069084]], ""type"": ""MultiPoint""}",BD LAZARE CARNOT,CARNOT (BD LAZARE CARNOT),7,TOULOUSE,31555,10,1.451796,43.600917
"43.582193116980434,1.4475949563165267","{""coordinates"": [[1.447594956316527, 43.582193116980434]], ""type"": ""MultiPoint""}",RUE LEON SOULIE,SOULIE (RUE LEON SOULIE),44,TOULOUSE,31555,4,1.447595,43.582193
"43.603862192834896,1.4508696915956343","{""coordinates"": [[1.450869691595634, 43.603862192834896]], ""type"": ""MultiPoint""}",BD LAZARE CARNOT,CARNOT (BD LAZARE CARNOT),34,TOULOUSE,31555,4,1.45087,43.603862
"43.60163419133078,1.4520682374104417","{""coordinates"": [[1.452068237410442, 43.60163419133078]], ""type"": ""MultiPoint""}",BD LAZARE CARNOT,CARNOT (BD LAZARE CARNOT),10,TOULOUSE,31555,8,1.452068,43.601634
"43.58832841395564,1.458513712329755","{""coordinates"": [[1.458513712329755, 43.58832841395564]], ""type"": ""MultiPoint""}",ALL DES DEMOISELLES,DEMOISELLES (ALL DES DEMOISELLES),64,TOULOUSE,31555,8,1.458514,43.588328
"43.608976812579655,1.4413882113940162","{""coordinates"": [[1.441388211394016, 43.608976812579655]], ""type"": ""MultiPoint""}",RUE DES CUVES SAINT SERNIN,SERNIN (RUE DES CUVES SAINT SERNIN),1,TOULOUSE,31555,10,1.441388,43.608977
"43.62127662663612,1.4142818260795764","{""coordinates"": [[1.414281826079576, 43.62127662663612]], ""type"": ""MultiPoint""}",RUE DES TROENES,TROENES (RUE DES TROENES),114,TOULOUSE,31555,12,1.414282,43.621277
"43.61059554294286,1.4391511098433722","{""coordinates"": [[1.439151109843372, 43.61059554294286]], ""type"": ""MultiPoint""}",PL ARNAUD BERNARD,BERNARD (PL ARNAUD BERNARD),1,TOULOUSE,31555,12,1.439151,43.610596
"43.6107826843209,1.4392538539548583","{""coordinates"": [[1.439253853954858, 43.6107826843209]], ""type"": ""MultiPoint""}",PL ARNAUD BERNARD,BERNARD (PL ARNAUD BERNARD),16,TOULOUSE,31555,16,1.439254,43.610783
"43.58675992032268,1.4354401237672119","{""coordinates"": [[1.435440123767212, 43.58675992032268]], ""type"": ""MultiPoint""}",ESP GEORGES VALLEREY,VALLEREY (ESP GEORGES VALLEREY),7,TOULOUSE,31555,34,1.43544,43.58676
"43.593672023527674,1.4440294436229308","{""coordinates"": [[1.444029443622931, 43.593672023527674]], ""type"": ""MultiPoint""}",PL DU PARLEMENT,PARLEMENT (PL DU PARLEMENT),4,TOULOUSE,31555,8,1.444029,43.593672
"43.603413187857285,1.452292071093641","{""coordinates"": [[1.452292071093641, 43.603413187857285]], ""type"": ""MultiPoint""}",RUE D AUBUISSON,AUBUISSON (RUE D AUBUISSON),26,TOULOUSE,31555,6,1.452292,43.603413
"43.611738278802946,1.331756899138949","{""coordinates"": [[1.331756899138949, 43.611738278802946]], ""type"": ""MultiPoint""}",PAS DU PERIGORD,PERIGORD (PAS DU PERIGORD),,COLOMIERS,31149,8,1.331757,43.611738
"43.74272289356527,1.3721247995949224","{""coordinates"": [[1.372124799594922, 43.74272289356527]], ""type"": ""MultiPoint""}",RUE DE MONTSEGUR,MONTSEGUR (RUE DE MONTSEGUR),,SAINT-JORY,31490,6,1.372125,43.742723
"43.722970461710275,1.432109714076364","{""coordinates"": [[1.432109714076364, 43.722970461710275]], ""type"": ""MultiPoint""}",RUE LEO FERRE,FERRE (RUE LEO FERRE),,GRATENTOUR,31230,6,1.43211,43.72297
"43.58823727718741,1.353877925615263","{""coordinates"": [[1.353877925615263, 43.58823727718741]], ""type"": ""MultiPoint""}",BD VINCENT AURIOL,AURIOL - 0045 BD VINCENT AURIOL,45,TOURNEFEUILLE,31557,8,1.353878,43.588237
"43.57935096470268,1.41174705889079","{""coordinates"": [[1.41174705889079, 43.57935096470268]], ""type"": ""MultiPoint""}",RUE HENRI DESBALS,DESBALS (RUE HENRI DESBALS),128,TOULOUSE,31555,14,1.411747,43.579351
"43.6023775566004,1.4503030478097334","{""coordinates"": [[1.450303047809733, 43.6023775566004]], ""type"": ""MultiPoint""}",RUE DES PENITENTS BLANCS,BLANCS (RUE DES PENITENTS BLANCS),19,TOULOUSE,31555,6,1.450303,43.602378
"43.59661988298433,1.4238354775795978","{""coordinates"": [[1.423835477579598, 43.59661988298433]], ""type"": ""MultiPoint""}",AV ETIENNE BILLIERES,BILLIERES (AV ETIENNE BILLIERES),74,TOULOUSE,31555,6,1.423835,43.59662
"43.596571948652425,1.4235314417361151","{""coordinates"": [[1.423531441736115, 43.596571948652425]], ""type"": ""MultiPoint""}",AV ETIENNE BILLIERES,BILLIERES (AV ETIENNE BILLIERES),78,TOULOUSE,31555,6,1.423531,43.596572
"43.59723225659652,1.4279398416829117","{""coordinates"": [[1.427939841682912, 43.59723225659652]], ""type"": ""MultiPoint""}",AV ETIENNE BILLIERES,BILLIERES (AV ETIENNE BILLIERES),27,TOULOUSE,31555,4,1.42794,43.597232
"43.61748896250758,1.2804698259578189","{""coordinates"": [[1.280469825957819, 43.61748896250758]], ""type"": ""MultiPoint""}",RUE PRINCIPALE,PRINCIPALE (RUE PRINCIPALE),,PIBRAC,31417,6,1.28047,43.617489
"43.617532004895594,1.280965698065499","{""coordinates"": [[1.280965698065499, 43.617532004895594]], ""type"": ""MultiPoint""}",RUE PRINCIPALE,PRINCIPALE (RUE PRINCIPALE),,PIBRAC,31417,4,1.280966,43.617532
"43.60927700236686,1.432484196392534","{""coordinates"": [[1.432484196392534, 43.60927700236686]], ""type"": ""MultiPoint""}",BD DU MARECHAL LECLERC,LECLERC (BD DU MARECHAL LECLERC),40,TOULOUSE,31555,8,1.432484,43.609277
"43.60684727780727,1.4307838033167317","{""coordinates"": [[1.430783803316732, 43.60684727780727]], ""type"": ""MultiPoint""}",BD DU MARECHAL LECLERC,LECLERC (BD DU MARECHAL LECLERC),2,TOULOUSE,31555,6,1.430784,43.606847
"43.57844574172066,1.443826409580072","{""coordinates"": [[1.443826409580072, 43.57844574172066]], ""type"": ""MultiPoint""}",RUE DES CASERNES,CASERNES (RUE DES CASERNES),4,TOULOUSE,31555,4,1.443826,43.578446
"43.58564845640811,1.5329282984283532","{""coordinates"": [[1.532928298428353, 43.58564845640811]], ""type"": ""MultiPoint""}",RUE DES COTEAUX,COTEAUX (RUE DES COTEAUX),,QUINT-FONSEGRIVES,31445,4,1.532928,43.585648
"43.64748210188063,1.4323938323178744","{""coordinates"": [[1.432393832317874, 43.64748210188063]], ""type"": ""MultiPoint""}",PL PAUL RICHE,RICHE (PL PAUL RICHE),3,TOULOUSE,31555,6,1.432394,43.647482
"43.60894433204674,1.4381578504030454","{""coordinates"": [[1.438157850403045, 43.60894433204674]], ""type"": ""MultiPoint""}",RUE D EMBARTHE,EMBARTHE (RUE D EMBARTHE),11,TOULOUSE,31555,20,1.438158,43.608944
"43.61715965623987,1.4367925392071383","{""coordinates"": [[1.436792539207138, 43.61715965623987]], ""type"": ""MultiPoint""}",AV DES MINIMES,MINIMES (AV DES MINIMES),15,TOULOUSE,31555,4,1.436793,43.61716
"43.61939669703251,1.4362859721619017","{""coordinates"": [[1.436285972161902, 43.61939669703251]], ""type"": ""MultiPoint""}",AV DES MINIMES,MINIMES (AV DES MINIMES),68B,TOULOUSE,31555,2,1.436286,43.619397
"43.619542900950464,1.4360448302697038","{""coordinates"": [[1.436044830269704, 43.619542900950464]], ""type"": ""MultiPoint""}",AV DES MINIMES,MINIMES (AV DES MINIMES),53,TOULOUSE,31555,4,1.436045,43.619543
