Geo Point,Geo Shape,cdparcadas,type_culture,surface,entretien,collectivite,insee
"43.63983952961196,1.4803204524868518","{""coordinates"": [[[[1.4798579643641, 43.63988526623241], [1.479973012687356, 43.64012928924176], [1.480742292756972, 43.6400192697767], [1.480913846420817, 43.63999681930731], [1.480902633505388, 43.639909108038864], [1.480885618910883, 43.63980977439742], [1.480877919160041, 43.639801200436416], [1.480822792684002, 43.639739286910256], [1.480798379760658, 43.63971544901306], [1.48078686549101, 43.63970116978563], [1.480770107697962, 43.63968874274446], [1.480758519016035, 43.639679194071974], [1.480741716570696, 43.63966960572127], [1.480714575839311, 43.63965426422225], [1.480693899352154, 43.63964275432798], [1.480678347347293, 43.63963695969961], [1.480666692932522, 43.63963214168955], [1.480654987710778, 43.63963110571877], [1.480644553952893, 43.63963197330177], [1.480627620018341, 43.63963184627796], [1.480613237817326, 43.63963552107669], [1.480596289021455, 43.63963633907998], [1.480576722774501, 43.63963808412703], [1.480554560213134, 43.63963886243953], [1.480536295236798, 43.63964061737265], [1.480506354806637, 43.639639444453934], [1.480481640563083, 43.639636419125345], [1.480442603606258, 43.639633286642535], [1.480401008788634, 43.63962729566275], [1.480159153474182, 43.639595190324236], [1.480081130584467, 43.639585139487714], [1.48003692461876, 43.63957912846647], [1.480012204182587, 43.63957704998294], [1.479983571260768, 43.639574941682305], [1.479966652258403, 43.63957386773031], [1.479953645743802, 43.63957282358886], [1.479931483198193, 43.63957360178203], [1.479915835681488, 43.63957442958554], [1.479891019691606, 43.63957897181086], [1.479870152171647, 43.63958070683807], [1.479851851206385, 43.639585298671705], [1.479841387655911, 43.63958805804525], [1.479834762097305, 43.63959557779231], [1.479829491234061, 43.6396002670598], [1.479820263129066, 43.639607767003845], [1.479811035021797, 43.63961526694718], [1.479803138019436, 43.639620883128266], [1.479797792608365, 43.639630304751435], [1.479792483229931, 43.63963688756596], [1.479784505524631, 43.63964817944857], [1.479783093717713, 43.639655738912644], [1.479781601256566, 43.639668972279644], [1.479786674743173, 43.63967847142856], [1.479801874051311, 43.63970886265054], [1.47981330115259, 43.63972976462406], [1.479838617702159, 43.63978104599765], [1.479847493181516, 43.63979814432557], [1.479853721452714, 43.63981805974552], [1.479859905022718, 43.63984081385916], [1.479862295290374, 43.63985596890521], [1.47986219968222, 43.639862591439], [1.479863405351427, 43.63986922387345], [1.479862008465844, 43.639875836506526], [1.4798579643641, 43.63988526623241]]]], ""type"": ""MultiPolygon""}",3155532AB0078,BIO,4072,RAVT,VT,31555
"43.64258617027444,1.4802546228541886","{""coordinates"": [[[[1.480139310944278, 43.64324991820152], [1.480698468219867, 43.64314155396137], [1.480379034595844, 43.641977300975164], [1.480212145161614, 43.641986447398246], [1.480148370476929, 43.641982179605634], [1.480192283423489, 43.641918175155574], [1.479926323662, 43.641931303654175], [1.479854191310077, 43.64214647399931], [1.480139310944278, 43.64324991820152]]]], ""type"": ""MultiPolygon""}",3155532AB0008,BIO,6346,RAVT,VT,31555
"43.63946340657299,1.4793158308790377","{""coordinates"": [[[[1.478158239247506, 43.63967844578812], [1.479751273302614, 43.63996677206753], [1.479777560857841, 43.6399508866843], [1.479807818059682, 43.63993030032814], [1.479828891752264, 43.63991437701356], [1.47983944229599, 43.63990499499378], [1.479852678560786, 43.63989090233178], [1.4798579643641, 43.63988526623241], [1.479862008465844, 43.639875836506526], [1.479863405351427, 43.63986922387345], [1.47986219968222, 43.639862591439], [1.479862295290374, 43.63985596890521], [1.479859905022718, 43.63984081385916], [1.479853721452714, 43.63981805974552], [1.479847493181516, 43.63979814432557], [1.479838617702159, 43.63978104599765], [1.47981330115259, 43.63972976462406], [1.479801874051311, 43.63970886265054], [1.479786674743173, 43.63967847142856], [1.479781601256566, 43.639668972279644], [1.479783093717713, 43.639655738912644], [1.479784505524631, 43.63964817944857], [1.479792483229931, 43.63963688756596], [1.479797792608365, 43.639630304751435], [1.479803138019436, 43.639620883128266], [1.479811035021797, 43.63961526694718], [1.479820263129066, 43.639607767003845], [1.479829491234061, 43.6396002670598], [1.479834762097305, 43.63959557779231], [1.479841387655911, 43.63958805804525], [1.479851851206385, 43.639585298671705], [1.479870152171647, 43.63958070683807], [1.479891019691606, 43.63957897181086], [1.479915835681488, 43.63957442958554], [1.479931483198193, 43.63957360178203], [1.479953645743802, 43.63957282358886], [1.479966652258403, 43.63957386773031], [1.479983571260768, 43.639574941682305], [1.480012204182587, 43.63957704998294], [1.48003692461876, 43.63957912846647], [1.480081130584467, 43.639585139487714], [1.480159153474182, 43.639595190324236], [1.480401008788634, 43.63962729566275], [1.480442603606258, 43.639633286642535], [1.480481640563083, 43.639636419125345], [1.480506354806637, 43.639639444453934], [1.480536295236798, 43.63964061737265], [1.480554560213134, 43.63963886243953], [1.480576722774501, 43.63963808412703], [1.480596289021455, 43.63963633907998], [1.480613237817326, 43.63963552107669], [1.480627620018341, 43.63963184627796], [1.480644553952893, 43.63963197330177], [1.480654987710778, 43.63963110571877], [1.480666692932522, 43.63963214168955], [1.480678347347293, 43.63963695969961], [1.480798193369857, 43.63959993984675], [1.48085964510813, 43.63959669421126], [1.480969105083329, 43.63956976962534], [1.481048137350882, 43.63953231611519], [1.481089296563358, 43.63944777001746], [1.478509572359757, 43.638981921658754], [1.478259594848184, 43.639062340566774], [1.478187942913623, 43.63942510877261], [1.478158239247506, 43.63967844578812]]]], ""type"": ""MultiPolygon""}",3155532AB0094,BIO,13840,RAVT,VT,31555
"43.646065593405915,1.4844970618315645","{""coordinates"": [[[[1.483960682612139, 43.64570236084881], [1.483896863752395, 43.645724494262204], [1.483823539840139, 43.645737670162305], [1.483704128161549, 43.64574493963735], [1.483963279536378, 43.64633946862435], [1.484016529072975, 43.646392074586444], [1.484067310061636, 43.64648500292519], [1.484131885716838, 43.64655745571885], [1.4841896235064, 43.64659952490076], [1.484233086999345, 43.6466056019367], [1.484295924375204, 43.646595410303306], [1.48443991097604, 43.646524311195535], [1.484616099036349, 43.64645501288854], [1.484760445886429, 43.64644588696916], [1.484987458606067, 43.6464681393431], [1.485082586814047, 43.6465134560231], [1.485132226748264, 43.64659614250597], [1.485339405730475, 43.64659486033757], [1.485329232415473, 43.64657680749162], [1.48501790566693, 43.64593299597739], [1.484817955391436, 43.645518985041384], [1.484774610308689, 43.645456817473196], [1.484578437672793, 43.645517856700536], [1.484365104296664, 43.64558397300669], [1.484174016840563, 43.64563624529136], [1.484078402811174, 43.645665030623434], [1.484021976039334, 43.64568372674081], [1.483960682612139, 43.64570236084881]]]], ""type"": ""MultiPolygon""}",3155532AD0029,BIO,10010,RAVT,VT,31555
"43.5791315505879,1.5025328353539653","{""coordinates"": [[[[1.500860084353951, 43.57832475316912], [1.501756176673241, 43.58045700842521], [1.502080842319737, 43.58041101000328], [1.50293452848627, 43.580284334698824], [1.503728310366765, 43.5800664942325], [1.504107451793667, 43.579858808309744], [1.504129390342281, 43.579714110123845], [1.503290784992283, 43.577788258285345], [1.503275632933544, 43.57775503250506], [1.503188828790905, 43.577774613362415], [1.500860084353951, 43.57832475316912]]]], ""type"": ""MultiPolygon""}",3155536AL0010,BIO,51851,RAVT,VT,31555
"43.571580475175864,1.511510080206851","{""coordinates"": [[[[1.510434021642909, 43.571450737398806], [1.510515640617865, 43.57149155116279], [1.510658252188017, 43.57167194717422], [1.510921603046679, 43.571960533547326], [1.510951514954651, 43.572080264650786], [1.511048265719899, 43.57234407507634], [1.511212180633689, 43.57273832847453], [1.511671034022965, 43.572577155595155], [1.511702822684101, 43.57242752885633], [1.51152786031395, 43.57210133178895], [1.511731789944762, 43.57200848214425], [1.512066918874488, 43.57192073020491], [1.512275700595887, 43.5718211219451], [1.512568457516628, 43.57173964308654], [1.511871980506325, 43.5705433307659], [1.51164371348612, 43.570676960917815], [1.511215795602827, 43.570946320701985], [1.511010977127279, 43.571078229867865], [1.510434021642909, 43.571450737398806]]]], ""type"": ""MultiPolygon""}",3155536AN0052,BIO,19924,RAVT,VT,31555
"43.57019912177198,1.5097345876787303","{""coordinates"": [[[[1.509651662945426, 43.570666199068505], [1.510383477158344, 43.57025241621517], [1.510059663996501, 43.569955807091034], [1.510019845754006, 43.56991861806681], [1.509816821336345, 43.56973263999384], [1.509086338158162, 43.57014453698769], [1.509651662945426, 43.570666199068505]]]], ""type"": ""MultiPolygon""}",3155536AO0016,ENTRETIEN,5515,RAVT,VT,31555
"43.57090724209426,1.5034287305065799","{""coordinates"": [[[[1.503066989519926, 43.57074624861499], [1.503501796321357, 43.57114018853062], [1.503578987432845, 43.57121012108567], [1.503779058013197, 43.57106008130139], [1.503298517011023, 43.570614756945446], [1.503066989519926, 43.57074624861499]]]], ""type"": ""MultiPolygon""}",3155536AR0105,BIO,1508,RAVT,VT,31555
"43.57619491471956,1.5073397226045384","{""coordinates"": [[[[1.506897848644913, 43.57613068237396], [1.507230187997234, 43.57675188006282], [1.507988814810078, 43.57675744056334], [1.507906853745656, 43.57643063346133], [1.507698897647739, 43.57607978682509], [1.507572924275647, 43.57596722236994], [1.507542061467336, 43.57594050454184], [1.507438077454585, 43.57583756116946], [1.507299389232432, 43.57570408900181], [1.507215938611831, 43.575622110616585], [1.507136324310907, 43.57554489174704], [1.507083600575089, 43.57549909088288], [1.507037321484312, 43.575458068878035], [1.506971740551087, 43.575401765359544], [1.506919017018234, 43.57535596621783], [1.506899671749657, 43.575343523481365], [1.506892429935584, 43.575490119076], [1.506808276333397, 43.575927556038124], [1.506897848644913, 43.57613068237396]]]], ""type"": ""MultiPolygon""}",3155536AS0059,BIO,7758,RAVT,VT,31555
"43.5757797827892,1.5060894710191814","{""coordinates"": [[[[1.505162175897236, 43.575913438415185], [1.505592773691278, 43.57590724979224], [1.505824680299349, 43.57590502232161], [1.505821941473097, 43.5759801202568], [1.505816009058616, 43.576149256519464], [1.506897848644913, 43.57613068237396], [1.506808276333397, 43.575927556038124], [1.506892429935584, 43.575490119076], [1.505177323716259, 43.5754850951094], [1.505162175897236, 43.575913438415185]]]], ""type"": ""MultiPolygon""}",3155536AS0087,BIO,8675,RAVT,VT,31555
"43.54409095854707,1.4532394506751425","{""coordinates"": [[[[1.452779737126898, 43.54309571008973], [1.453299133473138, 43.54429945610912], [1.4533797933555, 43.54447417341589], [1.453625473572234, 43.545027137493115], [1.453705510888564, 43.545087543022056], [1.452825359947937, 43.54308944343749], [1.452779737126898, 43.54309571008973]]]], ""type"": ""MultiPolygon""}",3155539AP0020,BIO,971,RAVT,VT,31555
"43.5465937755818,1.4482033648129025","{""coordinates"": [[[[1.447927903905366, 43.54644956051863], [1.447999242885939, 43.54655041128451], [1.448158572461091, 43.5467702172368], [1.448212115655999, 43.54684348985405], [1.448475310619376, 43.54672539854437], [1.448345298389426, 43.546546505512616], [1.448205073045684, 43.54635428817864], [1.448167146129222, 43.54636818076368], [1.448056047225356, 43.546404208492376], [1.447968460221959, 43.54643379661474], [1.447927903905366, 43.54644956051863]]]], ""type"": ""MultiPolygon""}",3155539AW0017,BIO,1198,RAVT,VT,31555
"43.54227978368659,1.4529569163915192","{""coordinates"": [[[[1.45047207662406, 43.54100942278738], [1.451254662528523, 43.54173839225457], [1.451254647238177, 43.54173933731525], [1.451255931085344, 43.541740294398686], [1.45139592980949, 43.54187475587247], [1.451431756189304, 43.54195386263176], [1.45146588961773, 43.542099776053725], [1.451529990878368, 43.54217449420382], [1.451793216244108, 43.54208321084196], [1.451772910903411, 43.54204899186021], [1.452004320326187, 43.54196848959291], [1.452218654137398, 43.54189825854073], [1.452692830477639, 43.542639945120136], [1.452781154801645, 43.5428241823368], [1.452767562176206, 43.54295180365477], [1.452825359947937, 43.54308944343749], [1.453705510888564, 43.545087543022056], [1.453815513593873, 43.54512096405675], [1.454177679638621, 43.545052805820724], [1.455463484363121, 43.54420942426825], [1.453346231335225, 43.54137440173546], [1.453008234150702, 43.540923296372604], [1.453007700969788, 43.54092245739568], [1.452977674811812, 43.54087492687904], [1.45280937937422, 43.54060851435275], [1.45224989406261, 43.5398851349759], [1.451975925489865, 43.53949130867105], [1.451942701275202, 43.53953930049646], [1.451937390972766, 43.53954682744351], [1.451926897361343, 43.53955242317405], [1.451915097991249, 43.53955895386579], [1.451653224393906, 43.5396780085823], [1.451628348358588, 43.53968916765061], [1.451604786784037, 43.53969939007113], [1.451590343126113, 43.53970873907547], [1.451569379818093, 43.53971898192687], [1.451552322584056, 43.53972925554913], [1.451536571110698, 43.539738594211045], [1.451419827722076, 43.53980580258198], [1.451396213485481, 43.539819808920825], [1.451372590578329, 43.53983381513867], [1.451350290751398, 43.53984688662822], [1.451325331382221, 43.53986372151437], [1.451184850678614, 43.539952503653744], [1.451167762641024, 43.53996467094072], [1.451155895221581, 43.539975930576226], [1.451132256861582, 43.539990883605306], [1.451105945626924, 43.5400114921799], [1.450980889539102, 43.54011269561977], [1.450951918633355, 43.540137067551], [1.450929511358451, 43.54015676158574], [1.450876811975911, 43.54020270933952], [1.450862337495607, 43.540213948373555], [1.450859640599129, 43.54022055066273], [1.450858310810552, 43.540222432357595], [1.450850325395296, 43.54023466950369], [1.450847643838493, 43.54024032493149], [1.450838282648378, 43.54025728255451], [1.450751728643268, 43.54039379349412], [1.450747693316825, 43.54040227555768], [1.450742299481893, 43.54041548012977], [1.45073691232847, 43.540427737724436], [1.450718025311427, 43.540473950007225], [1.450711286366412, 43.54048998133164], [1.450709842657018, 43.54049943082866], [1.45070982735856, 43.54050037588968], [1.450703073064279, 43.54051735407442], [1.450697685894003, 43.540529611666784], [1.450651948186439, 43.54063238130517], [1.450643894747281, 43.54064934745609], [1.450630605312293, 43.54066816629253], [1.450623850977452, 43.540685144471645], [1.450574268174925, 43.54078409942419], [1.450566221335095, 43.54080012039173], [1.450556868686652, 43.54081707630501], [1.450544871665314, 43.54083685233823], [1.450534090561419, 43.54086231268234], [1.45047207662406, 43.54100942278738]]], [[[1.451529990878368, 43.54217449420382], [1.451418409544666, 43.54221319057109], [1.451534130850977, 43.54217931745911], [1.451529990878368, 43.54217449420382]]], [[[1.451401017259242, 43.54221922308834], [1.451418409544666, 43.54221319057109], [1.451401032547444, 43.54221827802775], [1.451401017259242, 43.54221922308834]]]], ""type"": ""MultiPolygon""}",3155539AP0024,BIO,88866,RAVT,VT,31555
"43.54086318032722,1.4539166186754366","{""coordinates"": [[[[1.452973252536357, 43.540876462880135], [1.453007700969788, 43.54092245739568], [1.453346231335225, 43.54137440173546], [1.454292889137342, 43.54103456017984], [1.454349985162223, 43.54113151105566], [1.454556677524654, 43.541050809725796], [1.454697948927692, 43.54099609069015], [1.454585219839937, 43.54069704850385], [1.454747134240613, 43.54029598134231], [1.453746552299461, 43.54060823909335], [1.452977674811812, 43.54087492687904], [1.452973252536357, 43.540876462880135]]]], ""type"": ""MultiPolygon""}",3155539AP0006,BIO,6049,RAVT,VT,31555
"43.5475457360123,1.4466342996708548","{""coordinates"": [[[[1.446030573457012, 43.54720667951276], [1.446082914306955, 43.54727332010086], [1.446209252510221, 43.54743704923278], [1.446363638476432, 43.547638843706444], [1.446464483425108, 43.54776736458225], [1.446607388824474, 43.5479539286222], [1.446728653732849, 43.5481091012925], [1.447224442702795, 43.54792093783104], [1.447113679067478, 43.54775922522007], [1.446981244001534, 43.547568011471036], [1.446799158893357, 43.547304502115374], [1.446661695916466, 43.54710189514536], [1.446581505714172, 43.54698394572861], [1.446043713682223, 43.5471982679209], [1.446030573457012, 43.54720667951276]]]], ""type"": ""MultiPolygon""}",3155539AW0012,BIO,5557,RAVT,VT,31555
